"","Chamber","X.1","X","AutoResp.Cycle.Loop","MO2.no.Background.Correction","Hour","MO2","Treatment","Genotype","Time.of.Day","Day.of.Exp","Trial","Max.Dark.MO2","MO2.from.Dark.Max"
"47",1,47,47,59,-0.0233643955359702,47,-0.008206377,"50 NTU",67,"night",2,9,-0.0220327573305004,-0.0013316382054698
"48",1,48,48,60,-0.0278524275506596,48,-0.012879487,"50 NTU",67,"night",2,9,-0.0220327573305004,-0.0058196702201592
"49",1,49,49,61,-0.00226602585413916,49,0.013754841,"50 NTU",67,"day",3,9,-0.0220327573305004,0.0197667314763612
"50",1,50,50,62,-0.00734798552076622,50,0.008457446,"50 NTU",67,"day",3,9,-0.0220327573305004,0.0146847718097342
"51",1,51,51,63,-0.00368360889191741,51,0.012269091,"50 NTU",67,"day",3,9,-0.0220327573305004,0.018349148438583
"52",1,52,52,64,0.00103092618476678,52,0.017174723,"50 NTU",67,"day",3,9,-0.0220327573305004,0.0230636835152672
"53",1,53,53,65,-0.00340504624425809,53,0.012561227,"50 NTU",67,"day",3,9,-0.0220327573305004,0.0186277110862423
"54",1,54,54,66,0.0007798232673286,54,0.016917629,"50 NTU",67,"day",3,9,-0.0220327573305004,0.022812580597829
"55",1,55,55,67,0.000119803825548963,55,0.016230043,"50 NTU",67,"day",3,9,-0.0220327573305004,0.0221525611560494
"56",1,56,56,68,-0.00173428413782356,56,0.014297786,"50 NTU",67,"day",3,9,-0.0220327573305004,0.0202984731926768
"57",1,57,57,69,-0.00691951223573764,57,0.008907065,"50 NTU",67,"day",3,9,-0.0220327573305004,0.0151132450947628
"58",1,58,58,70,-0.000559211691389588,58,0.015525991,"50 NTU",67,"day",3,9,-0.0220327573305004,0.0214735456391108
"59",1,59,59,71,-0.00217213761371352,59,0.013846551,"50 NTU",67,"day",3,9,-0.0220327573305004,0.0198606197167869
"60",1,60,60,72,-0.00477024002224295,60,0.01114405,"50 NTU",67,"day",3,9,-0.0220327573305004,0.0172625173082575
"61",1,61,61,73,-0.026840973803556,61,-0.011820445,"50 NTU",67,"night",3,9,-0.0220327573305004,-0.0048082164730556
"62",1,62,62,74,-0.0246060770678081,62,-0.009494559,"50 NTU",67,"night",3,9,-0.0220327573305004,-0.0025733197373077
"63",1,63,63,75,-0.025703133441302,63,-0.010639749,"50 NTU",67,"night",3,9,-0.0220327573305004,-0.0036703761108016
"64",1,64,64,76,-0.0250590743994568,64,-0.009966717,"50 NTU",67,"night",3,9,-0.0220327573305004,-0.0030263170689564
"65",1,65,65,77,-0.0260646506911632,65,-0.011017443,"50 NTU",67,"night",3,9,-0.0220327573305004,-0.0040318933606628
"66",1,66,66,78,-0.0256552759607321,66,-0.010588164,"50 NTU",67,"night",3,9,-0.0220327573305004,-0.0036225186302317
"67",1,67,67,79,-0.025484483020806,67,-0.010414417,"50 NTU",67,"night",3,9,-0.0220327573305004,-0.0034517256903056
"68",1,68,68,80,-0.0260358732533739,68,-0.010985022,"50 NTU",67,"night",3,9,-0.0220327573305004,-0.0040031159228735
"69",1,69,69,81,-0.0248717422331059,69,-0.009775984,"50 NTU",67,"night",3,9,-0.0220327573305004,-0.0028389849026055
"70",1,70,70,82,-0.0257329739487441,70,-0.010671448,"50 NTU",67,"night",3,9,-0.0220327573305004,-0.0037002166182437
"71",1,71,71,83,-0.0246929183479669,71,-0.009591104,"50 NTU",67,"night",3,9,-0.0220327573305004,-0.0026601610174665
"72",1,72,72,84,-0.026277162080278,72,-0.01123762,"50 NTU",67,"night",3,9,-0.0220327573305004,-0.0042444047497776
"73",2,73,1,13,-0.0138039710933502,1,0.010007907,"29 NTU",67,"day",1,9,-0.0305287671340047,0.0167247960406545
"74",2,74,2,14,-0.00966152782510903,2,0.014330565,"29 NTU",67,"day",1,9,-0.0305287671340047,0.0208672393088957
"75",2,75,3,15,-0.00382378631272365,3,0.020398385,"29 NTU",67,"day",1,9,-0.0305287671340047,0.0267049808212811
"76",2,76,4,16,-0.00297524988715944,4,0.021284729,"29 NTU",67,"day",1,9,-0.0305287671340047,0.0275535172468453
"77",2,77,5,17,-0.00394417625190987,5,0.020277904,"29 NTU",67,"day",1,9,-0.0305287671340047,0.0265845908820948
"78",2,78,6,18,-0.01507602532761,6,0.008685989,"29 NTU",67,"day",1,9,-0.0305287671340047,0.0154527418063947
"79",2,79,7,19,-0.0105667081911588,7,0.013384473,"29 NTU",67,"day",1,9,-0.0305287671340047,0.0199620589428459
"80",2,80,8,20,-0.00240711326389082,8,0.021878295,"29 NTU",67,"day",1,9,-0.0305287671340047,0.0281216538701139
"81",2,81,9,21,-0.012532380412606,9,0.011343051,"29 NTU",67,"day",1,9,-0.0305287671340047,0.0179963867213987
"82",2,82,10,22,-0.00322663473710099,10,0.021018916,"29 NTU",67,"day",1,9,-0.0305287671340047,0.0273021323969037
"83",2,83,11,23,-0.0103392515363567,11,0.01362675,"29 NTU",67,"day",1,9,-0.0305287671340047,0.020189515597648
"84",2,84,12,24,-0.00599095970711301,12,0.018145924,"29 NTU",67,"day",1,9,-0.0305287671340047,0.0245378074268917
"85",2,85,13,25,-0.0379343607039435,13,-0.015089975,"29 NTU",67,"night",1,9,-0.0305287671340047,-0.0074055935699388
"86",2,86,14,26,-0.0340818414778605,14,-0.011075798,"29 NTU",67,"night",1,9,-0.0305287671340047,-0.0035530743438558
"87",2,87,15,27,-0.0380462375255919,15,-0.015209992,"29 NTU",67,"night",1,9,-0.0305287671340047,-0.0075174703915872
"88",2,88,16,28,-0.0354501817328247,16,-0.012500609,"29 NTU",67,"night",1,9,-0.0305287671340047,-0.00492141459882
"89",2,89,17,29,-0.030615185535467,17,-0.007470481,"29 NTU",67,"night",1,9,-0.0305287671340047,-8.64184014622987e-05
"90",2,90,18,30,-0.040325890110539,18,-0.01757518,"29 NTU",67,"night",1,9,-0.0305287671340047,-0.0097971229765343
"91",2,91,19,31,-0.0358010936749212,19,-0.012865127,"29 NTU",67,"night",1,9,-0.0305287671340047,-0.0052723265409165
"92",2,92,20,32,-0.0366965259620078,20,-0.013805838,"29 NTU",67,"night",1,9,-0.0305287671340047,-0.0061677588280031
"93",2,93,21,33,-0.0371271081718585,21,-0.014245346,"29 NTU",67,"night",1,9,-0.0305287671340047,-0.0065983410378538
"94",2,94,22,34,-0.0305287671340047,22,-0.007384562,"29 NTU",67,"night",1,9,-0.0305287671340047,0
"95",2,95,23,35,-0.039986388862807,23,-0.017222308,"29 NTU",67,"night",1,9,-0.0305287671340047,-0.0094576217288023
"96",2,96,24,36,-0.0361278398395371,24,-0.013209651,"29 NTU",67,"night",1,9,-0.0305287671340047,-0.0055990727055324
"97",2,97,25,37,-0.0224177362155321,25,0.00105357,"29 NTU",67,"day",2,9,-0.0305287671340047,0.0081110309184726
"98",2,98,26,38,-0.0194284319758296,26,0.004162709,"29 NTU",67,"day",2,9,-0.0305287671340047,0.0111003351581751
"99",2,99,27,39,-0.011558882388519,27,0.012346994,"29 NTU",67,"day",2,9,-0.0305287671340047,0.0189698847454857
"100",2,100,28,40,-0.00818724174992386,28,0.015863254,"29 NTU",67,"day",2,9,-0.0305287671340047,0.0223415253840808
"101",2,101,29,41,-0.0217230094915433,29,0.00176248,"29 NTU",67,"day",2,9,-0.0305287671340047,0.0088057576424614
"102",2,102,30,42,-0.00930052148586681,30,0.014701775,"29 NTU",67,"day",2,9,-0.0305287671340047,0.0212282456481379
"103",2,103,31,43,-0.0115330235415335,31,0.012378243,"29 NTU",67,"day",2,9,-0.0305287671340047,0.0189957435924712
"104",2,104,32,44,-0.0118977018907543,32,0.012000712,"29 NTU",67,"day",2,9,-0.0305287671340047,0.0186310652432504
"105",2,105,33,45,-0.00624924406811148,33,0.017870075,"29 NTU",67,"day",2,9,-0.0305287671340047,0.0242795230658932
"106",2,106,34,46,-0.00593961325355836,34,0.018202276,"29 NTU",67,"day",2,9,-0.0305287671340047,0.0245891538804463
"107",2,107,35,47,-0.0103513193421038,35,0.013609844,"29 NTU",67,"day",2,9,-0.0305287671340047,0.0201774477919009
"108",2,108,36,48,-0.0103013322882636,36,0.013659589,"29 NTU",67,"day",2,9,-0.0305287671340047,0.0202274348457411
"109",2,109,37,49,-0.0329968382470957,37,-0.009947433,"29 NTU",67,"night",2,9,-0.0305287671340047,-0.002468071113091
"110",2,110,38,50,-0.0354395181868083,38,-0.012490434,"29 NTU",67,"night",2,9,-0.0305287671340047,-0.0049107510528036
"111",2,111,39,51,-0.0394245663806664,39,-0.016644832,"29 NTU",67,"night",2,9,-0.0305287671340047,-0.0088957992466617
"112",2,112,40,52,-0.0324133040350054,40,-0.009339053,"29 NTU",67,"night",2,9,-0.0305287671340047,-0.0018845369010007
"113",2,113,41,53,-0.0475553300886155,41,-0.025112522,"29 NTU",67,"night",2,9,-0.0305287671340047,-0.0170265629546108
"114",2,114,42,54,-0.0455696080611378,42,-0.023044357,"29 NTU",67,"night",2,9,-0.0305287671340047,-0.0150408409271331
"115",2,115,43,55,-0.0485455515354558,43,-0.02613849,"29 NTU",67,"night",2,9,-0.0305287671340047,-0.0180167844014511
"116",2,116,44,56,-0.0518841210636049,44,-0.029618347,"29 NTU",67,"night",2,9,-0.0305287671340047,-0.0213553539296002
"117",2,117,45,57,-0.0513045540963037,45,-0.029014341,"29 NTU",67,"night",2,9,-0.0305287671340047,-0.020775786962299
"118",2,118,46,58,-0.0566244446738697,46,-0.034550043,"29 NTU",67,"night",2,9,-0.0305287671340047,-0.026095677539865
"119",2,119,47,59,-0.0496550309623472,47,-0.027297349,"29 NTU",67,"night",2,9,-0.0305287671340047,-0.0191262638283425
"120",2,120,48,60,-0.0513249206883939,48,-0.029023431,"29 NTU",67,"night",2,9,-0.0305287671340047,-0.0207961535543892
"121",2,121,49,61,-0.0186052597269603,49,0.005019689,"29 NTU",67,"day",3,9,-0.0305287671340047,0.0119235074070444
"122",2,122,50,62,-0.0169668587657122,50,0.006722524,"29 NTU",67,"day",3,9,-0.0305287671340047,0.0135619083682925
"123",2,123,51,63,-0.0190759666151637,51,0.004522577,"29 NTU",67,"day",3,9,-0.0305287671340047,0.011452800518841
"124",2,124,52,64,-0.0152506683152806,52,0.008510582,"29 NTU",67,"day",3,9,-0.0305287671340047,0.0152780988187241
"125",2,125,53,65,-0.0223786822135552,53,0.001083402,"29 NTU",67,"day",3,9,-0.0305287671340047,0.0081500849204495
"126",2,126,54,66,-0.0154848006708531,54,0.008268336,"29 NTU",67,"day",3,9,-0.0305287671340047,0.0150439664631516
"127",2,127,55,67,-0.0148602765899995,55,0.008918191,"29 NTU",67,"day",3,9,-0.0305287671340047,0.0156684905440052
"128",2,128,56,68,-0.0151830602637787,56,0.008576596,"29 NTU",67,"day",3,9,-0.0305287671340047,0.015345706870226
"129",2,129,57,69,-0.0173983506514389,57,0.00628066,"29 NTU",67,"day",3,9,-0.0305287671340047,0.0131304164825658
"130",2,130,58,70,-0.00454169794428655,58,0.019660714,"29 NTU",67,"day",3,9,-0.0305287671340047,0.0259870691897182
"131",2,131,59,71,-0.00752537186280898,59,0.01655057,"29 NTU",67,"day",3,9,-0.0305287671340047,0.0230033952711957
"132",2,132,60,72,-0.0149567297193108,60,0.008815024,"29 NTU",67,"day",3,9,-0.0305287671340047,0.0155720374146939
"133",2,133,61,73,-0.0383653807959709,61,-0.01553322,"29 NTU",67,"night",3,9,-0.0305287671340047,-0.0078366136619662
"134",2,134,62,74,-0.0376391564619514,62,-0.014774107,"29 NTU",67,"night",3,9,-0.0305287671340047,-0.0071103893279467
"135",2,135,63,75,-0.0377825251312646,63,-0.014930445,"29 NTU",67,"night",3,9,-0.0305287671340047,-0.0072537579972599
"136",2,136,64,76,-0.0389156734180226,64,-0.016106693,"29 NTU",67,"night",3,9,-0.0305287671340047,-0.0083869062840179
"137",2,137,65,77,-0.0489946857972202,65,-0.026611612,"29 NTU",67,"night",3,9,-0.0305287671340047,-0.0184659186632155
"138",2,138,66,78,-0.0503812502254852,66,-0.028048773,"29 NTU",67,"night",3,9,-0.0305287671340047,-0.0198524830914805
"139",2,139,67,79,-0.0472501635517124,67,-0.024792904,"29 NTU",67,"night",3,9,-0.0305287671340047,-0.0167213964177077
"140",2,140,68,80,-0.0460804672870495,68,-0.023574456,"29 NTU",67,"night",3,9,-0.0305287671340047,-0.0155517001530448
"141",2,141,69,81,-0.046557564120303,69,-0.024074395,"29 NTU",67,"night",3,9,-0.0305287671340047,-0.0160287969862983
"142",2,142,70,82,-0.0474869837916205,70,-0.02503769,"29 NTU",67,"night",3,9,-0.0305287671340047,-0.0169582166576158
"143",2,143,71,83,-0.0449509746451506,71,-0.022401176,"29 NTU",67,"night",3,9,-0.0305287671340047,-0.0144222075111459
"144",2,144,72,84,-0.0483187118859704,72,-0.025906377,"29 NTU",67,"night",3,9,-0.0305287671340047,-0.0177899447519657
"145",3,145,1,13,-0.0249425092042653,1,0.003596017,"15 NTU",67,"day",1,9,-0.00629877553514272,-0.0186437336691226
"146",3,146,2,14,-0.026281612641859,2,0.008804465,"15 NTU",67,"day",1,9,-0.00629877553514272,-0.0199828371067163
"147",3,147,3,15,-0.0190695394322414,3,0.016115691,"15 NTU",67,"day",1,9,-0.00629877553514272,-0.0127707638970987
"148",3,148,4,16,-0.00382815886437308,4,0.017183663,"15 NTU",67,"day",1,9,-0.00629877553514272,0.00247061667076964
"149",3,149,5,17,-0.00462307010410618,5,0.015970522,"15 NTU",67,"day",1,9,-0.00629877553514272,0.00167570543103654
"150",3,150,6,18,-0.00793890071762309,6,0.002003214,"15 NTU",67,"day",1,9,-0.00629877553514272,-0.00164012518248037
"151",3,151,7,19,-0.00613613196173095,7,0.007664502,"15 NTU",67,"day",1,9,-0.00629877553514272,0.00016264357341177
"152",3,152,8,20,0.000442996656380534,8,0.017898861,"15 NTU",67,"day",1,9,-0.00629877553514272,0.00674177219152325
"153",3,153,9,21,-0.0092885327563089,9,0.005204756,"15 NTU",67,"day",1,9,-0.00629877553514272,-0.00298975722116618
"154",3,154,10,22,-0.0704040497616992,10,0.01686338,"15 NTU",67,"day",1,9,-0.00629877553514272,-0.0641052742265565
"155",3,155,11,23,0.0520636821322357,11,0.007956426,"15 NTU",67,"day",1,9,-0.00629877553514272,0.0583624576673784
"156",3,156,12,24,-0.00627021004921104,12,0.013401661,"15 NTU",67,"day",1,9,-0.00629877553514272,2.85654859316798e-05
"157",3,157,13,25,-0.0115305971073059,13,-0.026644874,"15 NTU",67,"night",1,9,-0.00629877553514272,-0.00523182157216318
"158",3,158,14,26,-0.00903297980416497,14,-0.021808119,"15 NTU",67,"night",1,9,-0.00629877553514272,-0.00273420426902225
"159",3,159,15,27,-0.0124903443679115,15,-0.026789485,"15 NTU",67,"night",1,9,-0.00629877553514272,-0.00619156883276878
"160",3,160,16,28,-0.00981355612294581,16,-0.0235249,"15 NTU",67,"night",1,9,-0.00629877553514272,-0.00351478058780309
"161",3,161,17,29,-0.00798568166694534,17,-0.017464008,"15 NTU",67,"night",1,9,-0.00629877553514272,-0.00168690613180262
"162",3,162,18,30,-0.00866491757482865,18,-0.029639343,"15 NTU",67,"night",1,9,-0.00629877553514272,-0.00236614203968593
"163",3,163,19,31,-0.0068306591092507,19,-0.023964115,"15 NTU",67,"night",1,9,-0.00629877553514272,-0.00053188357410798
"164",3,164,20,32,-0.010067807194414,20,-0.025097595,"15 NTU",67,"night",1,9,-0.00629877553514272,-0.00376903165927128
"165",3,165,21,33,-0.00779941594236602,21,-0.025627165,"15 NTU",67,"night",1,9,-0.00629877553514272,-0.0015006404072233
"166",3,166,22,34,-0.00629877553514272,22,-0.017360483,"15 NTU",67,"night",1,9,-0.00629877553514272,0
"167",3,167,23,35,-0.00668553314036334,23,-0.029214161,"15 NTU",67,"night",1,9,-0.00629877553514272,-0.000386757605220621
"168",3,168,24,36,-0.00702706510295174,24,-0.024379237,"15 NTU",67,"night",1,9,-0.00629877553514272,-0.00072828956780902
"169",3,169,25,37,-0.00357839943919356,25,-0.007193226,"15 NTU",67,"day",2,9,-0.00629877553514272,0.00272037609594916
"170",3,170,26,38,-0.00319586825084575,26,-0.003446968,"15 NTU",67,"day",2,9,-0.00629877553514272,0.00310290728429697
"171",3,171,27,39,-0.00459143368505981,27,0.006414424,"15 NTU",67,"day",2,9,-0.00629877553514272,0.00170734185008291
"172",3,172,28,40,-0.00488161202514406,28,0.01065123,"15 NTU",67,"day",2,9,-0.00629877553514272,0.00141716350999866
"173",3,173,29,41,-0.00858338199029999,29,-0.006339047,"15 NTU",67,"day",2,9,-0.00629877553514272,-0.00228460645515727
"174",3,174,30,42,-0.00166039624328331,30,0.009251743,"15 NTU",67,"day",2,9,-0.00629877553514272,0.00463837929185941
"175",3,175,31,43,-0.0024232018092547,31,0.006452078,"15 NTU",67,"day",2,9,-0.00629877553514272,0.00387557372588802
"176",3,176,32,44,-0.00150115121686241,32,0.005997183,"15 NTU",67,"day",2,9,-0.00629877553514272,0.00479762431828031
"177",3,177,33,45,-0.00563468707367002,33,0.013069284,"15 NTU",67,"day",2,9,-0.00629877553514272,0.0006640884614727
"178",3,178,34,46,-0.00360697009779373,34,0.01346956,"15 NTU",67,"day",2,9,-0.00629877553514272,0.00269180543734899
"179",3,179,35,47,-0.00638426952985493,35,0.007936055,"15 NTU",67,"day",2,9,-0.00629877553514272,-8.549399471221e-05
"180",3,180,36,48,-0.00507574277398085,36,0.007995995,"15 NTU",67,"day",2,9,-0.00629877553514272,0.00122303276116187
"181",3,181,37,49,-0.0101363399414935,37,-0.020448532,"15 NTU",67,"night",2,9,-0.00629877553514272,-0.00383756440635078
"182",3,182,38,50,-0.0081415852193044,38,-0.02351264,"15 NTU",67,"night",2,9,-0.00629877553514272,-0.00184280968416168
"183",3,183,39,51,-0.0110403011239006,39,-0.028518348,"15 NTU",67,"night",2,9,-0.00629877553514272,-0.00474152558875788
"184",3,184,40,52,-0.009127051575119,40,-0.019715484,"15 NTU",67,"night",2,9,-0.00629877553514272,-0.00282827603997628
"185",3,185,41,53,-0.0159049839441785,41,-0.038721222,"15 NTU",67,"night",2,9,-0.00629877553514272,-0.00960620840903578
"186",3,186,42,54,-0.017145816168193,42,-0.036229252,"15 NTU",67,"night",2,9,-0.00629877553514272,-0.0108470406330503
"187",3,187,43,55,-0.017884609306935,43,-0.039957429,"15 NTU",67,"night",2,9,-0.00629877553514272,-0.0115858337717923
"188",3,188,44,56,-0.0170024017622265,44,-0.044150371,"15 NTU",67,"night",2,9,-0.00629877553514272,-0.0107036262270838
"189",3,189,45,57,-0.0184211016934704,45,-0.043422594,"15 NTU",67,"night",2,9,-0.00629877553514272,-0.0121223261583277
"190",3,190,46,58,-0.0186301355235511,46,-0.050092661,"15 NTU",67,"night",2,9,-0.00629877553514272,-0.0123313599884084
"191",3,191,47,59,-0.0160114074560221,47,-0.041353759,"15 NTU",67,"night",2,9,-0.00629877553514272,-0.00971263192087938
"192",3,192,48,60,-0.017458563170978,48,-0.043433546,"15 NTU",67,"night",2,9,-0.00629877553514272,-0.0111597876358353
"193",3,193,49,61,0.0128855002682111,49,-0.002414377,"15 NTU",67,"day",3,9,-0.00629877553514272,0.0191842758033538
"194",3,194,50,62,-0.00150006429699203,50,-0.000362601,"15 NTU",67,"day",3,9,-0.00629877553514272,0.00479871123815069
"195",3,195,51,63,-0.0137103561521284,51,-0.003013356,"15 NTU",67,"day",3,9,-0.00629877553514272,-0.00741158061698568
"196",3,196,52,64,0.00194344515415147,52,0.001791863,"15 NTU",67,"day",3,9,-0.00629877553514272,0.00824222068929419
"197",3,197,53,65,-0.00291929201394463,53,-0.00715728,"15 NTU",67,"day",3,9,-0.00629877553514272,0.00337948352119809
"198",3,198,54,66,-0.00369326599490247,54,0.001499977,"15 NTU",67,"day",3,9,-0.00629877553514272,0.00260550954024025
"199",3,199,55,67,-0.00467572352433408,55,0.002282998,"15 NTU",67,"day",3,9,-0.00629877553514272,0.00162305201080864
"200",3,200,56,68,-0.00907683569655084,56,0.001871405,"15 NTU",67,"day",3,9,-0.00629877553514272,-0.00277806016140812
"201",3,201,57,69,-0.0124759635525501,57,-0.000895011,"15 NTU",67,"day",3,9,-0.00629877553514272,-0.00617718801740738
"202",3,202,58,70,0.000511536728512293,58,0.015226858,"15 NTU",67,"day",3,9,-0.00629877553514272,0.00681031226365501
"203",3,203,59,71,-0.00393060289348728,59,0.01147939,"15 NTU",67,"day",3,9,-0.00629877553514272,0.00236817264165544
"204",3,204,60,72,-0.00937740839137189,60,0.00215869,"15 NTU",67,"day",3,9,-0.00629877553514272,-0.00307863285622917
"205",3,205,61,73,-0.0222692991610313,61,-0.027178948,"15 NTU",67,"night",3,9,-0.00629877553514272,-0.0159705236258886
"206",3,206,62,74,-0.0137251402620103,62,-0.026264279,"15 NTU",67,"night",3,9,-0.00629877553514272,-0.00742636472686758
"207",3,207,63,75,-0.0165642778632013,63,-0.026452653,"15 NTU",67,"night",3,9,-0.00629877553514272,-0.0102655023280586
"208",3,208,64,76,-0.0157283180664263,64,-0.027869936,"15 NTU",67,"night",3,9,-0.00629877553514272,-0.00942954253128358
"209",3,209,65,77,-0.0229239478506571,65,-0.040527502,"15 NTU",67,"night",3,9,-0.00629877553514272,-0.0166251723155144
"210",3,210,66,78,-0.0224682995775086,66,-0.042259163,"15 NTU",67,"night",3,9,-0.00629877553514272,-0.0161695240423659
"211",3,211,67,79,-0.022719939736152,67,-0.038336108,"15 NTU",67,"night",3,9,-0.00629877553514272,-0.0164211642010093
"212",3,212,68,80,-0.022396983449052,68,-0.036867978,"15 NTU",67,"night",3,9,-0.00629877553514272,-0.0160982079139093
